,optionSymbol,expiration,side,strike,bid,ask,last,openInterest,volume,ticker,sector,lastPrice,52weekHigh,52weekLow,tradedVolume,image
1516,PFE231215C00028500,1702674000,call,28.5,0.87,0.9,0.95,587,34,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1517,PFE231215C00029000,1702674000,call,29,0.57,0.59,0.58,3127,1063,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1518,PFE231215C00029500,1702674000,call,29.5,0.34,0.35,0.35,3399,2473,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1519,PFE231215C00030000,1702674000,call,30,0.19,0.2,0.19,16064,9433,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1520,PFE231215C00030500,1702674000,call,30.5,0.1,0.12,0.12,5146,433,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1521,PFE231215C00031000,1702674000,call,31,0.05,0.08,0.08,18204,421,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1522,PFE231215C00031500,1702674000,call,31.5,0.04,0.05,0.04,2638,91,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1523,PFE231215C00032000,1702674000,call,32,0.03,0.04,0.03,2432,155,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1524,PFE231215C00032500,1702674000,call,32.5,0.03,0.04,0.03,150,154,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1525,PFE231215C00033000,1702674000,call,33,0.01,0.03,0.02,1507,13,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1526,PFE231215C00033500,1702674000,call,33.5,0.01,0.03,0.02,70,190,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1527,PFE231215C00034000,1702674000,call,34,0.01,0.02,0.02,12814,127,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1528,PFE231215C00034500,1702674000,call,34.5,0,0.05,0.02,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1529,PFE231215C00035000,1702674000,call,35,0,0.02,0.02,47106,560,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1530,PFE231215C00036000,1702674000,call,36,0,0.04,0.01,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1531,PFE231215C00037000,1702674000,call,37,0,0.04,0.02,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1532,PFE231215C00037500,1702674000,call,37.5,0,0.01,0.01,4150,31,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1533,PFE231215C00038000,1702674000,call,38,0,0.07,0,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1534,PFE231215C00039000,1702674000,call,39,0,0.01,0.01,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1535,PFE231215C00040000,1702674000,call,40,0,0.01,0.01,26470,2,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1536,PFE231215C00041000,1702674000,call,41,0,0.02,0.07,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1537,PFE231215C00042000,1702674000,call,42,0,0.06,0,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1538,PFE231215C00042500,1702674000,call,42.5,0,0.01,0.01,7735,4,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1539,PFE231215C00043000,1702674000,call,43,0,0.06,0,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1540,PFE231215C00044000,1702674000,call,44,0,0.06,0.01,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1541,PFE231215C00045000,1702674000,call,45,0,0.01,0.01,11257,4,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1542,PFE231215C00046000,1702674000,call,46,0,0.01,0,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1543,PFE231215C00047500,1702674000,call,47.5,0,0.01,0.01,650,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1544,PFE231215C00049000,1702674000,call,49,0,0.01,0.01,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1545,PFE231215C00050000,1702674000,call,50,0,0.01,0.01,4268,3,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1546,PFE231215C00055000,1702674000,call,55,0,0.01,0.01,384,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1547,PFE231215P00017500,1702674000,put,17.5,0,0.01,0.02,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1548,PFE231215P00019000,1702674000,put,19,0,0.02,0.01,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1549,PFE231215P00020000,1702674000,put,20,0,0.01,0.01,439,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1550,PFE231215P00021000,1702674000,put,21,0,0.02,0.02,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1551,PFE231215P00022000,1702674000,put,22,0,0.04,0,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1552,PFE231215P00022500,1702674000,put,22.5,0,0.04,0.02,195,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1553,PFE231215P00023000,1702674000,put,23,0,0.06,0,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1554,PFE231215P00024000,1702674000,put,24,0,0.03,0.02,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1555,PFE231215P00025000,1702674000,put,25,0,0.02,0.02,99,5,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1556,PFE231215P00026000,1702674000,put,26,0,0.01,0.01,3108,21,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1557,PFE231215P00026500,1702674000,put,26.5,0,0.01,0.01,356,616,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1558,PFE231215P00027000,1702674000,put,27,0.02,0.04,0.04,471,677,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1559,PFE231215P00027500,1702674000,put,27.5,0.05,0.07,0.06,2730,43,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1560,PFE231215P00028000,1702674000,put,28,0.12,0.13,0.13,2446,274,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1561,PFE231215P00028500,1702674000,put,28.5,0.23,0.25,0.24,2541,222,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1562,PFE231215P00029000,1702674000,put,29,0.42,0.44,0.44,9688,1486,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1563,PFE231215P00029500,1702674000,put,29.5,0.69,0.72,0.69,3784,400,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1564,PFE231215P00030000,1702674000,put,30,1.03,1.07,1.06,6684,345,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1565,PFE231215P00030500,1702674000,put,30.5,1.41,1.58,1.16,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1566,PFE231215P00031000,1702674000,put,31,1.79,2,1.84,4134,17,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1567,PFE231215P00031500,1702674000,put,31.5,2.27,2.57,2.41,131,1,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1568,PFE231215P00032000,1702674000,put,32,2.8,3.05,2.75,117,26,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1569,PFE231215P00032500,1702674000,put,32.5,3.3,3.5,3.26,17529,102,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1570,PFE231215P00033000,1702674000,put,33,3.8,4.1,3.7,5,60,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1571,PFE231215P00033500,1702674000,put,33.5,4.2,4.55,4.2,0,1,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1572,PFE231215P00034000,1702674000,put,34,4.8,5,4.8,0,1100,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1573,PFE231215P00034500,1702674000,put,34.5,5.25,5.75,5,0,1,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1574,PFE231215P00035000,1702674000,put,35,5.7,6,5.85,6160,5020,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1575,PFE231215P00036000,1702674000,put,36,6.65,7.25,5.9,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1576,PFE231215P00037000,1702674000,put,37,7.75,8.15,7.02,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1577,PFE231215P00037500,1702674000,put,37.5,8.3,8.5,8.35,5087,700,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1578,PFE231215P00038000,1702674000,put,38,8.7,9.15,0,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1579,PFE231215P00039000,1702674000,put,39,9.8,10,8.2,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1580,PFE231215P00040000,1702674000,put,40,10.65,11,10.85,2162,131,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1581,PFE231215P00041000,1702674000,put,41,11.8,12.15,11.5,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1582,PFE231215P00042000,1702674000,put,42,12.8,13.25,11.75,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1583,PFE231215P00042500,1702674000,put,42.5,13.2,13.55,12.25,211,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1584,PFE231215P00043000,1702674000,put,43,13.65,14.15,0,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1585,PFE231215P00044000,1702674000,put,44,14.6,15.05,13.8,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1586,PFE231215P00045000,1702674000,put,45,15.8,16.35,14.8,144,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1587,PFE231215P00046000,1702674000,put,46,16.75,17.05,0,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1588,PFE231215P00047500,1702674000,put,47.5,18.25,18.6,14.85,3,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1589,PFE231215P00049000,1702674000,put,49,19.65,20.5,19.4,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1590,PFE231215P00050000,1702674000,put,50,20.45,21.35,20.8,1,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1591,PFE231215P00055000,1702674000,put,55,25.55,26.25,24.7,0,0,PFE,Healthcare,29.09,54.93,28.3,38753592,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l531d5b28f1f18f219741627c0f2a1e09d355e46a.png
1592,MRK231215C00055000,1702674000,call,55,50.9,52.85,48.2,0,0,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1593,MRK231215C00060000,1702674000,call,60,45.65,46.6,43.2,0,0,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1594,MRK231215C00065000,1702674000,call,65,41.15,41.7,38.5,0,0,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1595,MRK231215C00070000,1702674000,call,70,36.05,36.65,32.5,0,0,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1596,MRK231215C00075000,1702674000,call,75,30.85,31.65,25.25,0,0,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1597,MRK231215C00080000,1702674000,call,80,26.15,27.05,21.6,0,0,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1598,MRK231215C00085000,1702674000,call,85,21,21.85,18.22,0,0,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1599,MRK231215C00087000,1702674000,call,87,18.7,19.7,0,0,0,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1600,MRK231215C00088000,1702674000,call,88,18.1,18.7,0,0,0,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1601,MRK231215C00089000,1702674000,call,89,17.05,17.85,12.54,0,0,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1602,MRK231215C00090000,1702674000,call,90,15.75,16.7,13.38,0,0,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1603,MRK231215C00091000,1702674000,call,91,15,16.25,0,0,0,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1604,MRK231215C00092000,1702674000,call,92,14,14.85,0,0,0,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1605,MRK231215C00093000,1702674000,call,93,13.15,13.85,0,0,0,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1606,MRK231215C00094000,1702674000,call,94,11.85,12.8,0,0,0,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1607,MRK231215C00095000,1702674000,call,95,10.25,12.65,10.65,269,1,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1608,MRK231215C00096000,1702674000,call,96,10.1,10.9,6,0,0,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1609,MRK231215C00097000,1702674000,call,97,9.2,9.95,6.45,0,0,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1610,MRK231215C00098000,1702674000,call,98,7.7,8.7,7.65,0,1,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1611,MRK231215C00099000,1702674000,call,99,6.7,8.65,6.5,0,0,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1612,MRK231215C00100000,1702674000,call,100,6.2,7.15,6.4,1022,6,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1613,MRK231215C00101000,1702674000,call,101,4.95,5.65,3.85,137,98,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1614,MRK231215C00102000,1702674000,call,102,3.9,4.85,3.55,0,0,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1615,MRK231215C00103000,1702674000,call,103,3.5,3.7,3.57,1909,228,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1616,MRK231215C00104000,1702674000,call,104,2.69,2.89,2.75,2472,190,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1617,MRK231215C00105000,1702674000,call,105,1.99,2.04,2.06,4873,737,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1618,MRK231215C00106000,1702674000,call,106,1.37,1.42,1.42,212,360,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1619,MRK231215C00107000,1702674000,call,107,0.89,0.92,0.88,558,94,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1620,MRK231215C00108000,1702674000,call,108,0.54,0.59,0.58,90,216,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1621,MRK231215C00109000,1702674000,call,109,0.32,0.37,0.33,403,48,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1622,MRK231215C00110000,1702674000,call,110,0.18,0.23,0.21,17633,195,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1623,MRK231215C00111000,1702674000,call,111,0.1,0.16,0.11,82,61,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1624,MRK231215C00112000,1702674000,call,112,0.05,0.08,0.08,21,26,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1625,MRK231215C00113000,1702674000,call,113,0.01,0.1,0,0,0,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1626,MRK231215C00114000,1702674000,call,114,0,0.1,0,0,0,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
1627,MRK231215C00115000,1702674000,call,115,0,0.03,0.02,0,0,MRK,Healthcare,106.23,119.65,99.14,10045011,https://api-ninjas-data.s3.us-west-2.amazonaws.com/logos/l4504468bad51eef6a2ac6172fa89a91614df3c56.png
